,parcelid,county_code,state,county,tax_rate
41,11969146,6037.0,California,Los Angeles,0.01553953436058936
42,12178305,6037.0,California,Los Angeles,0.011079669565217392
43,11289757,6037.0,California,Los Angeles,0.014843460549477895
44,11961462,6037.0,California,Los Angeles,0.013032631215469614
45,12492881,6037.0,California,Los Angeles,0.016513811700933557
46,12285822,6037.0,California,Los Angeles,0.02225404898942578
47,12519794,6037.0,California,Los Angeles,0.013017527212736479
48,14092694,6059.0,California,Orange,0.013704975361627722
49,12749741,6037.0,California,Los Angeles,0.01596559594046665
50,11797465,6037.0,California,Los Angeles,0.012352607142857143
51,11733550,6037.0,California,Los Angeles,0.014389907885140064
52,10779619,6037.0,California,Los Angeles,0.00400624133256828
53,11917650,6037.0,California,Los Angeles,0.013077422061325481
54,14012730,6059.0,California,Orange,0.014341214950937554
56,11830465,6037.0,California,Los Angeles,0.014188599494244059
58,10811539,6037.0,California,Los Angeles,0.01236310112657651
59,12048224,6037.0,California,Los Angeles,0.01105200943090617
60,14010551,6059.0,California,Orange,0.012511055636673835
61,12811794,6037.0,California,Los Angeles,0.018745487907592347
63,12347492,6037.0,California,Los Angeles,0.012528203551486667
64,12941764,6037.0,California,Los Angeles,0.013686430377285104
65,10871677,6037.0,California,Los Angeles,0.012592692972224777
66,14257065,6059.0,California,Orange,0.014036116527458457
67,11499751,6037.0,California,Los Angeles,0.013103442492347687
69,11958628,6037.0,California,Los Angeles,0.012542134532205484
70,12118682,6037.0,California,Los Angeles,0.015100248949326767
71,11056104,6037.0,California,Los Angeles,0.01221212196208484
72,11503172,6037.0,California,Los Angeles,0.012081194891382775
73,11993956,6037.0,California,Los Angeles,0.0124206639565352
74,11054736,6037.0,California,Los Angeles,0.012770303435966086
75,11206210,6037.0,California,Los Angeles,0.018470719158750384
76,12563708,6037.0,California,Los Angeles,0.015152984882101025
77,13857433,6059.0,California,Orange,0.012107756426911346
78,13839883,6059.0,California,Orange,0.012110711627357648
79,11206381,6037.0,California,Los Angeles,0.0173570294453138
80,12482839,6037.0,California,Los Angeles,0.013009538628286072
81,14054846,6059.0,California,Orange,0.012104304486634174
82,13989370,6059.0,California,Orange,0.014171992269477478
83,14482667,6059.0,California,Orange,0.010214814790133246
84,14286211,6059.0,California,Orange,0.013822440424733727
85,10924250,6037.0,California,Los Angeles,0.012135109894944804
86,14174538,6059.0,California,Orange,0.011983843654907152
87,10885672,6037.0,California,Los Angeles,0.012895176068256357
88,12484642,6037.0,California,Los Angeles,0.012497139639639639
89,12739947,6037.0,California,Los Angeles,0.012650756143667296
90,14472456,6059.0,California,Orange,0.009677086591639657
92,13844056,6059.0,California,Orange,0.016603051019116345
93,14053136,6059.0,California,Orange,0.011403013432414772
94,14175466,6059.0,California,Orange,0.011213799031869393
95,12846559,6037.0,California,Los Angeles,0.012316237824938016
96,13837417,6059.0,California,Orange,0.01191015388750756
97,14280254,6059.0,California,Orange,0.011742039048365295
98,13842033,6059.0,California,Orange,0.01977302903524814
99,14056849,6059.0,California,Orange,0.011456847657700334
100,14173678,6059.0,California,Orange,0.011930027921889175
101,12614763,6037.0,California,Los Angeles,0.012804219389832592
102,11206504,6037.0,California,Los Angeles,0.01624052556563435
104,10827194,6037.0,California,Los Angeles,0.012698998482549316
105,11289836,6037.0,California,Los Angeles,0.015928674203494347
106,11288389,6037.0,California,Los Angeles,0.022478312618736982
107,11166665,6037.0,California,Los Angeles,0.013618218455800458
108,13935796,6059.0,California,Orange,0.014733647472246628
109,10957128,6037.0,California,Los Angeles,0.010982262171337763
110,11287385,6037.0,California,Los Angeles,0.018298490080129914
112,14100525,6059.0,California,Orange,0.01217822812200907
113,12792562,6037.0,California,Los Angeles,0.012667951851373802
114,14224435,6059.0,California,Orange,0.010962009748346102
116,13909504,6059.0,California,Orange,0.011826647749258352
117,12462465,6037.0,California,Los Angeles,0.012240772377937406
118,12265744,6037.0,California,Los Angeles,0.01764266447368421
119,14185262,6059.0,California,Orange,0.011354210977887049
120,11033823,6037.0,California,Los Angeles,0.012550789862070222
121,12460440,6037.0,California,Los Angeles,0.012174003066988463
122,12752649,6037.0,California,Los Angeles,0.014907633379385657
123,14217005,6059.0,California,Orange,0.010224886659516015
124,13973341,6059.0,California,Orange,0.0183881274699403
125,12400532,6037.0,California,Los Angeles,0.0122122046894866
126,12779665,6037.0,California,Los Angeles,0.012431957585644372
127,11553985,6037.0,California,Los Angeles,0.012377331886583421
128,11016174,6037.0,California,Los Angeles,0.012200982986767485
129,12767272,6037.0,California,Los Angeles,0.01625983219170952
130,10816453,6037.0,California,Los Angeles,0.012111155036800367
131,13955211,6059.0,California,Orange,0.01342463749030625
132,11281518,6037.0,California,Los Angeles,0.020952666959273718
133,13963357,6059.0,California,Orange,0.013623531295140802
134,14195073,6059.0,California,Orange,0.011702008044332825
135,12760933,6037.0,California,Los Angeles,0.01276261658031088
136,12760263,6037.0,California,Los Angeles,0.01720023520572334
137,11280307,6037.0,California,Los Angeles,0.019529280325875246
138,12768887,6037.0,California,Los Angeles,0.013546240400641153
139,11298368,6037.0,California,Los Angeles,0.01937517237444008
140,13951150,6059.0,California,Orange,0.012733134594928232
141,11285800,6037.0,California,Los Angeles,0.02963531497565026
142,13941306,6059.0,California,Orange,0.012766291256258592
143,12268626,6037.0,California,Los Angeles,0.013614356842946922
144,11278514,6037.0,California,Los Angeles,0.015757704918032786
145,11792481,6037.0,California,Los Angeles,0.012062093023255813
146,12756670,6037.0,California,Los Angeles,0.014150809843027856
147,17059646,6111.0,California,Ventura,0.01196541592920354
148,11201145,6037.0,California,Los Angeles,0.03235576702064083
149,11201591,6037.0,California,Los Angeles,0.01972446845590798
150,13950810,6059.0,California,Orange,0.019545558795583368
151,11013055,6037.0,California,Los Angeles,0.01271324336113571
152,14066648,6059.0,California,Orange,0.011170370338637247
153,12592021,6037.0,California,Los Angeles,0.012564478712530735
154,11202454,6037.0,California,Los Angeles,0.014929095308660502
155,10969383,6037.0,California,Los Angeles,0.012704609776355862
156,12213784,6037.0,California,Los Angeles,0.03687179487179487
157,14252582,6059.0,California,Orange,0.012800512138671394
158,11312166,6037.0,California,Los Angeles,0.018432660722665414
159,13867661,6059.0,California,Orange,0.014140304968268139
162,17294157,6111.0,California,Ventura,0.013483267910262076
163,12473881,6037.0,California,Los Angeles,0.012445839867775303
164,12252417,6037.0,California,Los Angeles,0.016941315406976746
165,10750812,6037.0,California,Los Angeles,0.012010886997867884
166,11213714,6037.0,California,Los Angeles,0.01860438035914265
167,17290244,6111.0,California,Ventura,0.010693460479218196
168,12836830,6037.0,California,Los Angeles,0.012881227328426401
169,12480709,6037.0,California,Los Angeles,0.015989042074859305
170,12179610,6037.0,California,Los Angeles,0.012100860957234076
171,11860038,6037.0,California,Los Angeles,0.012409985507246375
172,11270112,6037.0,California,Los Angeles,0.015423332944061662
173,14486421,6059.0,California,Orange,0.009987372491263231
174,12741391,6037.0,California,Los Angeles,0.01339164067808422
175,11315088,6037.0,California,Los Angeles,0.017061770037836436
177,12082610,6037.0,California,Los Angeles,0.011490041633847193
178,10818262,6037.0,California,Los Angeles,0.013234745882862109
179,12273512,6037.0,California,Los Angeles,0.014391495018121087
180,14241975,6059.0,California,Orange,0.011256931234063221
181,17187503,6111.0,California,Ventura,0.011052784864688546
184,12747257,6037.0,California,Los Angeles,0.01289051597051597
186,14503257,6059.0,California,Orange,0.010340898055606753
187,11276186,6037.0,California,Los Angeles,0.016681148083518862
188,10808702,6037.0,California,Los Angeles,0.012286858921299208
189,13903594,6059.0,California,Orange,0.013596721987174046
190,13977892,6059.0,California,Orange,0.011309609049414566
191,13905056,6059.0,California,Orange,0.01587263127441053
192,14227765,6059.0,California,Orange,0.011309425352916014
193,12464212,6037.0,California,Los Angeles,0.011822313084112149
196,12471532,6037.0,California,Los Angeles,0.012226673228346457
198,17071003,6111.0,California,Ventura,0.010455162707491087
199,13981009,6059.0,California,Orange,0.011662978171785786
200,12817483,6037.0,California,Los Angeles,0.011711302017811608
201,12745547,6037.0,California,Los Angeles,0.016090901272789816
202,11867912,6037.0,California,Los Angeles,0.015048466308004268
203,14237264,6059.0,California,Orange,0.015203761755485894
204,11966821,6037.0,California,Los Angeles,0.012159416666666667
205,12190349,6037.0,California,Los Angeles,0.012922925499697152
206,12273036,6037.0,California,Los Angeles,0.02906561228203686
207,11039885,6037.0,California,Los Angeles,0.012283710911918795
208,14501072,6059.0,California,Orange,0.009779733577587066
209,11338161,6037.0,California,Los Angeles,0.01249228205128205
210,17083283,6111.0,California,Ventura,0.010513530997304583
211,12936527,6037.0,California,Los Angeles,0.0122896
212,14089501,6059.0,California,Orange,0.012675877872885355
213,14451614,6059.0,California,Orange,0.01195847853009753
214,12380487,6037.0,California,Los Angeles,0.02224126622479978
216,11263345,6037.0,California,Los Angeles,0.024169996296801603
217,13000325,6037.0,California,Los Angeles,0.014659307620012225
218,12124453,6037.0,California,Los Angeles,0.019549266506691736
219,17172225,6111.0,California,Ventura,0.011272776267117415
221,12896685,6037.0,California,Los Angeles,0.011927889054285767
226,13003913,6037.0,California,Los Angeles,0.01564544199489231
227,11073063,6037.0,California,Los Angeles,0.012327906191058976
228,11248913,6037.0,California,Los Angeles,0.012883475294625336
229,13049078,6037.0,California,Los Angeles,0.013012487669095888
230,12900424,6037.0,California,Los Angeles,0.018781717669372932
231,11946092,6037.0,California,Los Angeles,0.01205577734813153
232,11857848,6037.0,California,Los Angeles,0.01198319624469046
234,11108685,6037.0,California,Los Angeles,0.014334431575014435
235,14376663,6059.0,California,Orange,0.009589114408423758
236,10846097,6037.0,California,Los Angeles,0.012788138838209789
237,12717246,6037.0,California,Los Angeles,0.013886519117800611
238,11001320,6037.0,California,Los Angeles,0.012166829031942146
239,12998502,6037.0,California,Los Angeles,0.01314678629690049
240,17155088,6111.0,California,Ventura,0.011592677270260046
241,11678883,6037.0,California,Los Angeles,0.016455188531602778
242,14089018,6059.0,California,Orange,0.011376283080830905
244,14044737,6059.0,California,Orange,0.01128898030927422
245,14000922,6059.0,California,Orange,0.01260135839877242
246,12413736,6037.0,California,Los Angeles,0.011314409769335142
247,14388331,6059.0,California,Orange,0.01027133987892068
248,12731216,6037.0,California,Los Angeles,0.012510141359998252
249,11381373,6037.0,California,Los Angeles,0.0121382749448586
250,14342313,6059.0,California,Orange,0.012671262359494572
251,14156172,6059.0,California,Orange,0.012819885774957828
252,11757342,6037.0,California,Los Angeles,0.013999155085195576
254,12889363,6037.0,California,Los Angeles,0.013706220635218943
255,11391305,6037.0,California,Los Angeles,0.01817776219764811
257,12504131,6037.0,California,Los Angeles,0.012332222532197392
258,12504405,6037.0,California,Los Angeles,0.012338129618158862
260,14455986,6059.0,California,Orange,0.010153904174546745
261,12313206,6037.0,California,Los Angeles,0.013232439540131848
262,11203683,6037.0,California,Los Angeles,0.018656557859419304
263,12720469,6037.0,California,Los Angeles,0.012915597126315083
265,17113418,6111.0,California,Ventura,0.01053265934065934
266,11427902,6037.0,California,Los Angeles,0.0201283972052255
267,10850922,6037.0,California,Los Angeles,0.012129571373595832
268,12908998,6037.0,California,Los Angeles,0.012587777132301185
269,13022762,6037.0,California,Los Angeles,0.012374303797468355
270,11237179,6037.0,California,Los Angeles,0.020725619834710746
271,13034824,6037.0,California,Los Angeles,0.012040621359223302
272,12518552,6037.0,California,Los Angeles,0.01216443354468238
273,14145168,6059.0,California,Orange,0.011205710344827587
274,17153405,6111.0,California,Ventura,0.018076335762830204
275,12630934,6037.0,California,Los Angeles,0.012503479417313581
276,14036322,6059.0,California,Orange,0.014146598699244155
277,14436387,6059.0,California,Orange,0.019006105729232763
279,14365560,6059.0,California,Orange,0.010280446911194915
280,14363975,6059.0,California,Orange,0.010336083573253385
281,12319747,6037.0,California,Los Angeles,0.0131883363929018
282,10780368,6037.0,California,Los Angeles,0.012172615733476408
283,14148752,6059.0,California,Orange,0.012851097966272026
284,17265539,6111.0,California,Ventura,0.010708152806469107
285,11484472,6037.0,California,Los Angeles,0.01630466908601145
286,12429914,6037.0,California,Los Angeles,0.012403551020408164
287,12925936,6037.0,California,Los Angeles,0.012519073678186535
288,12698066,6037.0,California,Los Angeles,0.012510465333582507
289,13040361,6037.0,California,Los Angeles,0.012143514849951085
291,11260390,6037.0,California,Los Angeles,0.012664427832315606
292,17151317,6111.0,California,Ventura,0.011706927613399936
293,12155776,6037.0,California,Los Angeles,0.011853653995870427
294,14111615,6059.0,California,Orange,0.012254795477942218
295,12701259,6037.0,California,Los Angeles,0.014675485468526001
296,14033434,6059.0,California,Orange,0.013535342326775836
297,17241297,6111.0,California,Ventura,0.011314741526095028
298,17151776,6111.0,California,Ventura,0.01144781272888111
299,11111466,6037.0,California,Los Angeles,0.013880197627572186
300,14349626,6059.0,California,Orange,0.011852008579834934
302,11184912,6037.0,California,Los Angeles,0.018677362634258638
303,14107423,6059.0,California,Orange,0.012844141275240646
305,14108092,6059.0,California,Orange,0.011942692221281302
307,14300226,6059.0,California,Orange,0.010639571761784102
308,12390789,6037.0,California,Los Angeles,0.02663889536238639
309,14401101,6059.0,California,Orange,0.01262741932297062
311,11628304,6037.0,California,Los Angeles,0.012391814581194073
312,14299759,6059.0,California,Orange,0.011445881266920588
313,10890671,6037.0,California,Los Angeles,0.012377391153185912
314,11094116,6037.0,California,Los Angeles,0.012381638141809292
316,12863981,6037.0,California,Los Angeles,0.011923229359440275
318,10851064,6037.0,California,Los Angeles,0.012104073033707866
319,13089562,6037.0,California,Los Angeles,0.012446939227288895
320,14024601,6059.0,California,Orange,0.011626107709292713
322,12235261,6037.0,California,Los Angeles,0.013147209535479558
323,12953034,6037.0,California,Los Angeles,0.018380754247486183
324,12102046,6037.0,California,Los Angeles,0.011878828398599172
326,13084948,6037.0,California,Los Angeles,0.016491459900189777
327,11232191,6037.0,California,Los Angeles,0.02087361288696837
328,12329077,6037.0,California,Los Angeles,0.08147270388023041
330,12391917,6037.0,California,Los Angeles,0.016652008283690845
331,11232792,6037.0,California,Los Angeles,0.022519823106973865
333,17254469,6111.0,California,Ventura,0.011985218640936152
334,17283382,6111.0,California,Ventura,0.010579606469490285
335,11840396,6037.0,California,Los Angeles,0.013436777890747759
336,11771908,6037.0,California,Los Angeles,0.012430303951367782
339,12303159,6037.0,California,Los Angeles,0.015368536289150032
340,14468115,6059.0,California,Orange,0.01064370853029792
341,14412823,6059.0,California,Orange,0.010145209338269205
343,17073839,6111.0,California,Ventura,0.010575461533981714
344,14413446,6059.0,California,Orange,0.010163326660377935
345,14405408,6059.0,California,Orange,0.011069275539598768
348,14139870,6059.0,California,Orange,0.011303211148795548
349,13072894,6037.0,California,Los Angeles,0.012557299487208544
350,14407010,6059.0,California,Orange,0.010013947339696554
351,10992389,6037.0,California,Los Angeles,0.01254948157523244
352,11700828,6037.0,California,Los Angeles,0.019765929953966675
353,14093394,6059.0,California,Orange,0.012643359964324703
354,12980417,6037.0,California,Los Angeles,0.014005080044948435
355,12329779,6037.0,California,Los Angeles,0.012298045835377372
356,10942915,6037.0,California,Los Angeles,0.011079642301710732
357,12223864,6037.0,California,Los Angeles,0.0276659329757882
358,17279762,6111.0,California,Ventura,0.010834038270031803
359,11455475,6037.0,California,Los Angeles,0.013554349888729795
360,14319797,6059.0,California,Orange,0.010207398829547467
361,12206402,6037.0,California,Los Angeles,0.012593331255842942
362,10907569,6037.0,California,Los Angeles,0.01211326726640319
363,10905659,6037.0,California,Los Angeles,0.012730641738943376
364,14434380,6059.0,California,Orange,0.010416066350395265
365,12020637,6037.0,California,Los Angeles,0.012301286894923259
366,10739546,6037.0,California,Los Angeles,0.01562289318730921
367,14221416,6059.0,California,Orange,0.013092528301886792
368,17217146,6111.0,California,Ventura,0.010640153295946808
369,12033783,6037.0,California,Los Angeles,0.012018458498023715
370,10739623,6037.0,California,Los Angeles,0.015015050717122405
371,12765494,6037.0,California,Los Angeles,0.013488326711965495
372,11249499,6037.0,California,Los Angeles,0.01566939515464484
373,12206149,6037.0,California,Los Angeles,0.015091441826394825
374,13903514,6059.0,California,Orange,0.005923856275915252
375,12134166,6037.0,California,Los Angeles,0.011928089699519168
376,12461071,6037.0,California,Los Angeles,0.01216981331380323
377,11453766,6037.0,California,Los Angeles,0.012267430379746836
379,17112528,6111.0,California,Ventura,0.024492275145842683
380,11008947,6037.0,California,Los Angeles,0.012220028169014083
381,12761268,6037.0,California,Los Angeles,0.012921565937391556
382,12792363,6037.0,California,Los Angeles,0.016402457757296467
383,11558686,6037.0,California,Los Angeles,0.012325455883062376
384,14072879,6059.0,California,Orange,0.010940481371975166
385,12749922,6037.0,California,Los Angeles,0.012480776859504132
386,14016276,6059.0,California,Orange,0.011970883977900552
388,14370823,6059.0,California,Orange,0.010362
390,11206957,6037.0,California,Los Angeles,0.015625695931477515
392,11035469,6037.0,California,Los Angeles,0.012652369865167363
394,11431878,6037.0,California,Los Angeles,0.0141029902005217
395,12762520,6037.0,California,Los Angeles,0.013768337489096628
396,14433976,6059.0,California,Orange,0.010398243058870112
397,11009268,6037.0,California,Los Angeles,0.012345150906956488
398,11158200,6037.0,California,Los Angeles,0.014448762935165782
399,12291583,6037.0,California,Los Angeles,0.01494296742586384
400,12117615,6037.0,California,Los Angeles,0.011524163522012578
401,11009893,6037.0,California,Los Angeles,0.012278896592891334
403,12794513,6037.0,California,Los Angeles,0.012609494505494504
404,10800973,6037.0,California,Los Angeles,0.01210090625
405,12782440,6037.0,California,Los Angeles,0.012780396875493134
406,12225310,6037.0,California,Los Angeles,0.019177574305086136
407,17183451,6111.0,California,Ventura,0.011580191645079348
408,11997567,6037.0,California,Los Angeles,0.012064834412879753
409,12247837,6037.0,California,Los Angeles,0.012806062246278756
410,17125160,6111.0,California,Ventura,0.01065811320754717
411,13949743,6059.0,California,Orange,0.016545795292378054
412,17114118,6111.0,California,Ventura,0.013236586026866297
413,12269112,6037.0,California,Los Angeles,0.02140566426918731
414,14430922,6059.0,California,Orange,0.018554638545009935
415,17209126,6111.0,California,Ventura,0.010614376462721498
416,12847318,6037.0,California,Los Angeles,0.01305740546294032
418,10809859,6037.0,California,Los Angeles,0.012494521929672011
419,10904507,6037.0,California,Los Angeles,0.012158452174357607
420,12525091,6037.0,California,Los Angeles,0.011883375000000002
421,14025601,6059.0,California,Orange,0.01841973858128947
422,12706444,6037.0,California,Los Angeles,0.013320875295997263
423,12226193,6037.0,California,Los Angeles,0.014041363163371488
424,11851413,6037.0,California,Los Angeles,0.017216866087056325
426,10737322,6037.0,California,Los Angeles,0.011753666094406914
427,12779204,6037.0,California,Los Angeles,0.012552337578214213
428,14388893,6059.0,California,Orange,0.010411109407736726
429,12940586,6037.0,California,Los Angeles,0.012182635733968867
431,12222307,6037.0,California,Los Angeles,0.01295554941089987
432,12655298,6037.0,California,Los Angeles,0.01213393778073532
433,11824023,6037.0,California,Los Angeles,0.014876737871200118
434,12755331,6037.0,California,Los Angeles,0.019135847600479296
435,11439010,6037.0,California,Los Angeles,0.012880447820871652
436,11029750,6037.0,California,Los Angeles,0.012902576294211827
437,11282052,6037.0,California,Los Angeles,0.016138061224489797
438,17264121,6111.0,California,Ventura,0.011305673981191222
439,14072642,6059.0,California,Orange,0.011980808912471158
440,11436683,6037.0,California,Los Angeles,0.015156666118691436
441,10813895,6037.0,California,Los Angeles,0.014513242504748622
442,14186430,6059.0,California,Orange,0.011436673672881684
443,11016108,6037.0,California,Los Angeles,0.01234264077669903
444,11108932,6037.0,California,Los Angeles,0.015155595356126267
445,11242048,6037.0,California,Los Angeles,0.012095646865344364
446,17264826,6111.0,California,Ventura,0.011283585262082466
447,12147874,6037.0,California,Los Angeles,0.011174987323731346
448,12928175,6037.0,California,Los Angeles,0.021176470588235293
449,14149740,6059.0,California,Orange,0.015077870281910134
450,12420615,6037.0,California,Los Angeles,0.011537561437682399
451,14219976,6059.0,California,Orange,0.010804518718047386
452,14098411,6059.0,California,Orange,0.011370411514516
453,12932416,6037.0,California,Los Angeles,0.012601475734294862
454,17123822,6111.0,California,Ventura,0.010787158671586717
455,13950825,6059.0,California,Orange,0.014078002851664289
456,10816253,6037.0,California,Los Angeles,0.012293662194300564
457,12998892,6037.0,California,Los Angeles,0.01306455981770276
458,11864959,6037.0,California,Los Angeles,0.013061837466932255
459,14381074,6059.0,California,Orange,0.010353928699688578
461,10813584,6037.0,California,Los Angeles,0.012375363487398237
462,14394843,6059.0,California,Orange,0.010146005407396198
463,12789251,6037.0,California,Los Angeles,0.017242354525559733
464,10842962,6037.0,California,Los Angeles,0.013103946220305031
466,11204960,6037.0,California,Los Angeles,0.020016248378976274
467,14420551,6059.0,California,Orange,0.010360134326629869
468,11892135,6037.0,California,Los Angeles,0.013883464324537523
469,11205024,6037.0,California,Los Angeles,0.017133451776649745
470,12666692,6037.0,California,Los Angeles,0.01286083909752156
471,17219864,6111.0,California,Ventura,0.01073961869304425
472,14325086,6059.0,California,Orange,0.013544736446478738
473,14266960,6059.0,California,Orange,0.012152014862044449
474,12675776,6037.0,California,Los Angeles,0.011381519302615193
475,14484375,6059.0,California,Orange,0.012837077844311377
476,13860122,6059.0,California,Orange,0.013103374379770206
477,12480852,6037.0,California,Los Angeles,0.011744613686534218
478,11365279,6037.0,California,Los Angeles,0.013270014055015345
479,14271752,6059.0,California,Orange,0.011322149178255372
480,12177973,6037.0,California,Los Angeles,0.011027722217390883
481,13068561,6037.0,California,Los Angeles,0.01257662942346242
482,11492666,6037.0,California,Los Angeles,0.013205505930590132
483,14045909,6059.0,California,Orange,0.011265584099305285
484,14320337,6059.0,California,Orange,0.010314965280152183
485,14140078,6059.0,California,Orange,0.011233890791919545
486,17138423,6111.0,California,Ventura,0.010650255327037702
487,12044713,6037.0,California,Los Angeles,0.01085295866138878
488,12482367,6037.0,California,Los Angeles,0.011839235162535032
490,11859764,6037.0,California,Los Angeles,0.0126062078063665
491,11050506,6037.0,California,Los Angeles,0.012095950893569584
492,14166838,6059.0,California,Orange,0.011494015344196315
493,14488894,6059.0,California,Orange,0.01016585472658602
494,14331904,6059.0,California,Orange,0.01212287804351004
495,17169061,6111.0,California,Ventura,0.011610890386220124
496,12005383,6037.0,California,Los Angeles,0.012173996552573257
498,10783081,6037.0,California,Los Angeles,0.012126701071874864
499,11716022,6037.0,California,Los Angeles,0.012115142857142857
500,12253441,6037.0,California,Los Angeles,0.012720406698564593
501,11049456,6037.0,California,Los Angeles,0.012442214650766609
502,12406480,6037.0,California,Los Angeles,0.013664540030704456
504,10941767,6037.0,California,Los Angeles,0.011094785274150781
505,11521596,6037.0,California,Los Angeles,0.01851724004936748
506,12833461,6037.0,California,Los Angeles,0.01222750815742364
507,11390564,6037.0,California,Los Angeles,0.012723242941180912
508,11389985,6037.0,California,Los Angeles,0.015098831321051014
509,11494753,6037.0,California,Los Angeles,0.010851214001798856
510,12484256,6037.0,California,Los Angeles,0.012350052630054176
511,10917500,6037.0,California,Los Angeles,0.012227445195155874
512,11778870,6037.0,California,Los Angeles,0.018494570837642194
514,17287443,6111.0,California,Ventura,0.012352645375030717
515,11506000,6037.0,California,Los Angeles,0.011235915729753193
516,12026533,6037.0,California,Los Angeles,0.012595900876287617
517,11232048,6037.0,California,Los Angeles,0.014704413090625533
518,17090286,6111.0,California,Ventura,0.010683081630332537
520,12856686,6037.0,California,Los Angeles,0.015200261853250413
521,13101494,6037.0,California,Los Angeles,0.011880836923474476
522,12492575,6037.0,California,Los Angeles,0.012864374060023795
523,11600520,6037.0,California,Los Angeles,0.012045621301775148
524,11179512,6037.0,California,Los Angeles,0.013287769516728625
525,14050918,6059.0,California,Orange,0.013612408441143992
528,11807535,6037.0,California,Los Angeles,0.012597429886597193
530,11138619,6037.0,California,Los Angeles,0.02165165848768337
531,12027020,6037.0,California,Los Angeles,0.012796457354003199
532,17284561,6111.0,California,Ventura,0.010725400978011957
533,11598501,6037.0,California,Los Angeles,0.012331524989320802
534,13091549,6037.0,California,Los Angeles,0.013505436005098598
535,11058331,6037.0,California,Los Angeles,0.012291259360887213
536,12489413,6037.0,California,Los Angeles,0.014903375673404835
537,12859680,6037.0,California,Los Angeles,0.012490060455906112
538,12859998,6037.0,California,Los Angeles,0.013278736156054875
539,17072413,6111.0,California,Ventura,0.010969531914893617
540,14334302,6059.0,California,Orange,0.011461683003556562
541,13836287,6059.0,California,Orange,0.01536696158655292
543,12327415,6037.0,California,Los Angeles,0.006781960166285302
544,11962981,6037.0,California,Los Angeles,0.012139810276679843
547,11963255,6037.0,California,Los Angeles,0.01242517760450231
548,14282474,6059.0,California,Orange,0.012586726371341755
549,12494134,6037.0,California,Los Angeles,0.012798496833281953
550,12568256,6037.0,California,Los Angeles,0.012849918479011799
551,12567981,6037.0,California,Los Angeles,0.012192060889929742
552,17226841,6111.0,California,Ventura,0.011796094276094276
554,14479528,6059.0,California,Orange,0.00962958722481538
555,10883506,6037.0,California,Los Angeles,0.01408641626659136
557,11969138,6037.0,California,Los Angeles,0.01303379679397068
558,10786425,6037.0,California,Los Angeles,0.013479252847784073
559,10757399,6037.0,California,Los Angeles,0.012834003289565105
560,10732341,6037.0,California,Los Angeles,0.012315515008898322
561,13992985,6059.0,California,Orange,0.012049088032063969
562,11344938,6037.0,California,Los Angeles,0.015244424286643922
563,12372333,6037.0,California,Los Angeles,0.013478343558282207
564,12867014,6037.0,California,Los Angeles,0.01861763029737851
565,10838373,6037.0,California,Los Angeles,0.01270672038235176
566,13836329,6059.0,California,Orange,0.012395666466040095
567,17204410,6111.0,California,Ventura,0.011502960153966008
568,13869000,6059.0,California,Orange,0.012086696492732793
569,13037981,6037.0,California,Los Angeles,0.014124252400769534
